date,Abetifi,Akatsi,Akim Oda,Akuse,Axim,Bole,Ho,KIAMO-Accra,Kete-Krachi,Koforidua,Kumasi,Navrongo,Saltpond,Sefwi Bekwai,Sunyani,Takoradi,Tema,Tamale,Wa,Wenchi,Yendi
2008-12-31,137.30000000000004,81.39999999999993,141.0,92.6,182.49999999999997,120.10000000000005,165.30000000000007,160.6,162.10000000000002,116.69999999999997,100.19999999999999,136.29999999999998,124.10000000000002,126.00000000000004,125.00000000000003,154.40000000000006,100.90000000000006,130.4,144.40000000000006,178.50000000000006,124.99999999999996
2009-12-31,150.10000000000002,152.49999999999994,107.00000000000001,95.8,374.3,93.70000000000006,125.40000000000009,106.89999999999999,181.60000000000002,124.59999999999998,156.99999999999997,122.89999999999998,239.4,142.30000000000004,110.30000000000004,170.10000000000005,112.70000000000007,89.20000000000002,98.00000000000007,92.10000000000007,114.39999999999995
2010-12-31,182.70000000000005,86.39999999999995,144.20000000000005,109.7,327.30000000000007,138.10000000000008,113.70000000000009,133.5,89.3,120.99999999999999,107.49999999999996,113.39999999999998,114.60000000000002,96.30000000000004,132.70000000000005,187.60000000000005,104.10000000000005,162.39999999999998,137.00000000000009,163.10000000000005,185.59999999999997
2011-12-31,124.10000000000002,61.79999999999994,132.40000000000003,98.8,219.60000000000005,144.60000000000002,92.40000000000008,157.29999999999998,171.0,133.89999999999998,125.89999999999996,135.19999999999996,127.80000000000004,129.60000000000005,152.20000000000005,181.00000000000006,147.40000000000006,146.6,105.90000000000006,95.80000000000004,149.19999999999996
2012-12-31,142.90000000000003,77.29999999999994,106.8,106.0,177.60000000000005,138.30000000000004,158.7000000000001,59.79999999999998,166.6,80.19999999999999,162.29999999999995,97.99999999999994,140.20000000000005,113.40000000000006,127.10000000000005,159.40000000000003,91.30000000000005,88.29999999999998,157.40000000000003,148.30000000000004,94.99999999999993
2013-12-31,148.20000000000002,106.69999999999993,98.00000000000001,158.60000000000002,254.70000000000007,93.80000000000005,99.10000000000008,68.69999999999999,137.99999999999997,98.49999999999999,127.09999999999995,126.19999999999995,71.70000000000005,148.90000000000006,132.60000000000002,199.30000000000007,101.90000000000005,78.49999999999999,146.00000000000006,79.60000000000002,70.09999999999992
2014-12-31,157.50000000000003,96.99999999999991,119.8,107.8,216.90000000000003,103.00000000000006,94.30000000000008,142.6,188.39999999999995,115.49999999999997,143.89999999999995,63.09999999999995,192.90000000000006,140.50000000000006,133.8,155.60000000000005,124.30000000000004,85.29999999999998,88.90000000000006,150.70000000000005,154.7999999999999
2015-12-31,189.70000000000005,76.79999999999991,104.5,103.0,345.4000000000001,146.60000000000008,88.80000000000008,282.7,113.99999999999994,117.69999999999999,169.19999999999996,84.99999999999994,256.4000000000001,122.50000000000006,223.40000000000003,165.50000000000006,267.50000000000006,74.39999999999999,91.60000000000005,95.40000000000005,173.0999999999999
2016-12-31,135.6,115.79999999999991,109.8,135.3,237.00000000000006,103.40000000000006,133.3000000000001,210.79999999999995,131.59999999999994,152.9,144.39999999999992,245.49999999999994,151.00000000000006,120.20000000000006,155.70000000000005,128.20000000000005,131.90000000000006,128.1,75.50000000000007,133.70000000000005,158.19999999999993
2017-12-31,100.5,74.59999999999991,176.20000000000002,206.5,274.20000000000005,85.90000000000005,85.00000000000009,92.49999999999997,124.69999999999993,106.0,141.49999999999991,108.29999999999994,106.60000000000007,129.00000000000009,116.10000000000004,213.10000000000002,189.10000000000005,84.39999999999998,87.80000000000007,123.50000000000003,126.1999999999999
2018-12-31,89.39999999999999,119.49999999999991,133.50000000000003,123.30000000000001,134.10000000000005,82.80000000000007,109.7000000000001,106.59999999999997,249.09999999999997,114.9,282.2999999999999,115.49999999999994,175.20000000000007,149.0000000000001,127.70000000000005,170.30000000000004,105.30000000000007,138.29999999999998,192.90000000000006,147.20000000000002,166.0999999999999
2019-12-31,99.30000000000001,138.39999999999992,252.00000000000003,83.0,213.40000000000003,110.70000000000006,103.2000000000001,95.39999999999998,278.79999999999995,103.4,176.89999999999995,175.49999999999994,112.20000000000007,107.5000000000001,102.50000000000004,186.70000000000005,71.90000000000006,193.0,8.200000000000056,143.60000000000002,121.69999999999992
2020-12-31,89.40000000000002,97.29999999999993,194.70000000000002,91.0,298.80000000000007,80.90000000000006,171.1000000000001,94.79999999999998,164.69999999999993,87.10000000000002,116.99999999999996,139.29999999999995,52.00000000000009,130.2000000000001,117.60000000000004,169.30000000000004,127.50000000000006,87.2,123.40000000000006,112.50000000000003,113.79999999999993
2021-12-31,169.2,135.49999999999994,200.60000000000005,119.10000000000001,195.60000000000002,87.90000000000005,130.3000000000001,73.09999999999998,43.99999999999993,125.00000000000003,189.59999999999997,109.79999999999995,14.108064516000086,154.40000000000012,128.80000000000004,112.60000000000004,110.00000000000006,109.1,124.30000000000005,126.80000000000004,148.7999999999999
2022-12-31,143.7,198.29999999999995,139.20000000000005,157.8,390.0,103.60000000000005,135.6000000000001,209.19999999999996,162.99999999999994,189.8,198.29999999999998,162.49999999999994,49.900000000000084,104.1000000000001,137.80000000000007,291.50000000000006,106.30000000000007,151.19999999999996,120.10000000000005,127.20000000000002,77.9999999999999
2023-12-31,110.69999999999999,107.99999999999991,259.70000000000005,154.7,581.8,213.70000000000005,278.0000000000001,132.79999999999998,142.89999999999992,119.40000000000003,141.19999999999996,215.69999999999993,105.90000000000008,162.60000000000008,110.30000000000005,444.70000000000005,117.00000000000006,124.39999999999998,139.40000000000006,111.10000000000002,114.0999999999999
2024-12-31,108.89999999999999,81.79999999999991,236.70000000000005,90.49999999999999,243.7,103.00000000000006,68.4000000000001,141.39999999999998,117.59999999999991,95.10000000000004,124.69999999999996,130.09999999999994,77.20000000000009,159.9677419300001,121.10000000000005,349.6,93.60000000000005,135.39999999999998,139.20000000000007,122.00000000000001,106.79999999999988
